facility_uuid,state,lga,facility,package,workbook_readiness,dashboard_readiness,power_fix,connectivity_fix
7c1ed037-9c3b-4147-ae28-003c667bde0f,imo,ohajiegbema,abacheke_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
83b8e1ba-ea5e-4639-bef4-fe76c0a4518d,imo,ohajiegbema,assa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dbfc2d9d-8c50-476c-b33e-e90ce492f3ab,lagos,epe,orugbo_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
df9eb147-7678-4df2-bc9e-97c01dd660e6,kano,wudil,kausani_health_post,Router only,Ready,Moderately ready,Full solar system,
f58366c5-192a-473e-bfa9-07acc96a6451,imo,ohajiegbema,ohuba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d9bc7eaf-42f7-44ec-b039-e123e1cf3db3,kano,garun_malam,dorawar_sallau_health_post,Full solar system only,Not ready,Ready,,
3efa5ac3-6668-4dc6-bc8d-2f70cd0c2b83,kano,garun_malam,kadawa_gate_basic_health_clinic,Router only,Ready,Moderately ready,Full solar system,Router
3efa5ac3-6668-4dc6-bc8d-2f70cd0c2b83,kano,garun_malam,kadawa_gate_basic_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
947319a5-81a1-43b5-961e-09465efda433,bauchi,ganjuwa,gungura_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d97170e9-6cc2-43df-9d58-a61ad44342d6,anambra,nnewi_north,obiu_uruagu_primary_health_centre,Full solar system only,Not ready,Ready,,
3d3e8aba-24a9-44b5-9f14-f4918a91bbaa,anambra,nnewi_north,edorji_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0e530312-8641-4bb9-aa0e-82ff0b6f4a3c,lagos,alimosho,ikotun_elf_foundation_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
ef76d1fe-6cbe-4f1b-aa8c-c04516cf7fb8,lagos,alimosho,egan_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ef76d1fe-6cbe-4f1b-aa8c-c04516cf7fb8,lagos,alimosho,egan_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
825c28f5-1099-4dce-992f-c8b9ab07f70d,akwa_ibom,onna,ikot_udo_health_centre,Full solar system only,Not ready,Moderately ready,,Router
215a2a97-5637-4a27-8f7e-0f200dee2bef,anambra,idemili_north,ideani_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
f07f719a-7f9d-458b-8d4f-afa14f97e930,kano,karaye,turawa_model_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
f07f719a-7f9d-458b-8d4f-afa14f97e930,kano,karaye,turawa_model_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
80bc0a0e-c4ad-4514-bd29-6abe42a4ba51,oyo,saki_east,arolu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f82a8d57-c14d-4d72-ac9e-60d92394bb2b,jigawa,kazaure,farin_daba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
728d2f16-4b15-4203-bebc-825bbe2145a6,oyo,atisbo,agunrege_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
57792237-2a8e-4343-a1a2-cf690c116154,oyo,saki_east,lukutu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3a399213-92c7-4ee6-b384-1ddd243765bc,oyo,saki_east,imodi_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
988b6595-0527-45f5-a0bd-b62c0b576809,imo,mbaitoli,ihitte_mbieri_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
988b6595-0527-45f5-a0bd-b62c0b576809,imo,mbaitoli,ihitte_mbieri_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
cccd167b-3722-4395-b37f-e580eeb9133a,lagos,agege,powerline_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a8191915-5be1-47ec-b4c6-241c73f2616e,oyo,egbeda,oremeji_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
a8191915-5be1-47ec-b4c6-241c73f2616e,oyo,egbeda,oremeji_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f17d0768-84d0-4ff0-bbf8-62724df2c8a3,oyo,ona_ara,amuloko_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9f7703a0-db78-4cf5-a69a-0be1c6241d52,oyo,ona_ara,olorunsogo_babarere_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8c0d6903-ad9e-4831-8b6c-722103f0024f,akwa_ibom,oruk_anam,ikot_iba_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
8c0d6903-ad9e-4831-8b6c-722103f0024f,akwa_ibom,oruk_anam,ikot_iba_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
545e3a90-5d2d-4916-9abb-77df5726a357,rivers,andoni,ibotiremphc_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
8b77b191-b00e-4425-9ad8-14b8cff6088f,rivers,tai,ban_ogoi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
60d7efaa-ac54-4879-ab2d-b84f00c86bd8,imo,owerri_west,nekede_i_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
60d7efaa-ac54-4879-ab2d-b84f00c86bd8,imo,owerri_west,nekede_i_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
7145d04a-4c89-4635-b80e-145f5b6a1713,niger,mashegu,kpellegi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
a8ad345f-0056-439f-9374-662b6891deff,akwa_ibom,uyo,oku_uyo_health_centre_model,Router only,Ready,Moderately ready,Full solar system,Router
a8ad345f-0056-439f-9374-662b6891deff,akwa_ibom,uyo,oku_uyo_health_centre_model,Full solar system only,Not ready,Moderately ready,Full solar system,Router
5a9c69f3-16ba-46f6-9e81-3da5ac2fd029,imo,owerri_north,ulakwo_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
81e474cd-b710-4565-9c99-81a3e83a96a4,rivers,ogubolo,bolo_primary_health_centre,Full solar system only,Not ready,Ready,,
2a2b5a7b-e060-4224-b374-dc54ea513b94,akwa_ibom,onna,ikot_nkan_health_centre,Full solar system only,Not ready,Moderately ready,,Router
05a27906-7499-4744-96e0-14682d05c720,lagos,kosofe,alapere_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
05a27906-7499-4744-96e0-14682d05c720,lagos,kosofe,alapere_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
b78b9b1b-2f95-45e2-b729-263c538faa66,niger,mashegu,karaminrami_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
ef1c5087-aeea-4874-8982-da3538859628,akwa_ibom,oruk_anam,ikot_ibritam_operational_base_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ef1c5087-aeea-4874-8982-da3538859628,akwa_ibom,oruk_anam,ikot_ibritam_operational_base_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e8f0cd94-055c-41d6-8fad-76e827b847b2,akwa_ibom,oruk_anam,ikot_ukpong_obiose_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
dcb7290a-ca07-42d4-b421-a4392e466e4b,rivers,tai,bara_ale_primary_health_centre_model,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b569cdbb-b164-4922-9fad-c4aa88105511,kano,garko,kafin_malamai_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
92ebfa97-a491-4968-adf6-af2e7e83647a,kano,takai,kafinsidda_health_post,Full solar system only,Not ready,Moderately ready,,Router
97900c39-dcef-4eab-9f68-8770a773a684,anambra,nnewi_south,amakom_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
3eb9e298-d845-481f-bb58-ba5762b130c9,imo,owerri_north,oku_emeke_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
ba9a6f21-1ee8-488d-8a34-bdd8d9d86dc3,akwa_ibom,onna,abat_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ba9a6f21-1ee8-488d-8a34-bdd8d9d86dc3,akwa_ibom,onna,abat_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f2b988ed-2f6e-4c7e-a938-f346e926b31b,imo,mbaitoli,nwaorubi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
66164375-1d72-4ade-812a-c5898b1a030f,kano,takai,fajewa_m_p_h_c_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
5f8533e3-b3e4-40e1-998b-b222dc39f69b,adamawa,demsa,gwamba_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
5f8533e3-b3e4-40e1-998b-b222dc39f69b,adamawa,demsa,gwamba_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
34d421b2-36a1-446c-8a05-6c0559a486bb,niger,mashegu,babanrami_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
34d421b2-36a1-446c-8a05-6c0559a486bb,niger,mashegu,babanrami_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e6f622a2-43cd-4196-934a-dbcbfdd44266,rivers,ogubolo,ogu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
119efc77-a0ae-4206-8068-484c6c2bfffe,akwa_ibom,oruk_anam,ikot_esenam_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
119efc77-a0ae-4206-8068-484c6c2bfffe,akwa_ibom,oruk_anam,ikot_esenam_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
0c49d1a4-e9eb-4d77-8f05-4ca47ed530f3,imo,owerri_north,awaka_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0c49d1a4-e9eb-4d77-8f05-4ca47ed530f3,imo,owerri_north,awaka_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
edfda345-5301-44a5-9c41-203c3dd925bb,akwa_ibom,oruk_anam,ekparakwa_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9b6e07fc-70eb-420b-9f9d-9ca68db32a90,anambra,nnewi_north,mbanagu_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
c765f5a7-d4ee-4278-b600-ee82a7919fab,kano,garko,garko_model_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
864c20ad-067a-4cd2-896d-afa3c283de0b,imo,owerri_west,irette_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
29ee358d-83ef-4ba5-9872-6d2e87b7f870,kano,kano_minicipal_council,darma_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
f70fa62f-b66c-4143-a8ca-de90fd3a606f,akwa_ibom,onna,mkpok_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
f70fa62f-b66c-4143-a8ca-de90fd3a606f,akwa_ibom,onna,mkpok_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e9143952-cfd1-42a6-8bfd-06609c5a2cd1,anambra,nnewi_south,ebenator_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
3b429891-56d9-4d22-a082-a724a100d89c,rivers,ogubolo,chuku_ama_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
3b429891-56d9-4d22-a082-a724a100d89c,rivers,ogubolo,chuku_ama_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
750d54ac-6839-4ead-b57b-22423cc0439d,imo,owerri_north,umundula_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
5dcace07-b660-4415-927f-670ab0bab96c,imo,owerri_west,amakohia_ubi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
5dcace07-b660-4415-927f-670ab0bab96c,imo,owerri_west,amakohia_ubi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
96f4c251-2837-4659-bce2-7f6c5a892559,kano,fagge,fatima_ganduje_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
96f4c251-2837-4659-bce2-7f6c5a892559,kano,fagge,fatima_ganduje_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
275dd3ba-df71-44c3-aaaa-627d3de53577,bauchi,toro,tilde_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
8d3fd702-a123-4498-b831-60c0a2609af3,bauchi,toro,saminakan_gwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
40bd73f4-c127-498b-9113-ef027646d7bc,bauchi,toro,lame_maternal_and_child_health,Full solar system only,Not ready,Ready,,
76feaa28-247a-441d-83f5-bd2d78540751,bauchi,ningi,kajala_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
8efef196-aadb-4364-81a6-fe4c79a27c91,bauchi,ningi,jimi_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2f52bb0d-7140-4359-95c7-83e06d61fe80,bauchi,ningi,tabla_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
0ae4f6d9-2c7f-423f-9d3d-9e011867625c,bauchi,ningi,dingis_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4918bf3b-ed23-4dfc-b22b-4ff37f7d8514,adamawa,numan,imburu_health_centre,Full solar system only,Not ready,Moderately ready,,Router
64914123-8354-4d51-884c-200bf5b5af27,adamawa,numan,sabon_pegi_numan_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d636b0eb-a5b1-4749-9237-9d72c1e430f2,adamawa,numan,bamatato_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
d636b0eb-a5b1-4749-9237-9d72c1e430f2,adamawa,numan,bamatato_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e1639129-99de-4a4d-a224-8e401bfaa4dd,adamawa,numan,pare_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f2a2d8e8-8649-4542-996c-05140571ad45,adamawa,toungo,gumti_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
7728fc67-2e30-471b-9e5c-93a9549d259f,adamawa,toungo,kilalai_health_clinic,Router only,Ready,Moderately ready,Full solar system,Router
7728fc67-2e30-471b-9e5c-93a9549d259f,adamawa,toungo,kilalai_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2cb2bf70-9d4f-4f69-b458-cf625775d4cc,imo,ezinihitte,eziudo_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
2cb2bf70-9d4f-4f69-b458-cf625775d4cc,imo,ezinihitte,eziudo_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
30f05e32-8812-4188-be6e-ae78509fd4b9,kano,dawakin_kudu,yankatsari_health_post,Router only,Ready,Moderately ready,Full solar system,Router
30f05e32-8812-4188-be6e-ae78509fd4b9,kano,dawakin_kudu,yankatsari_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
a25dae04-4853-47c6-9b3d-c28a5b0b8132,kano,dawakin_kudu,unguwar_duniya_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
59036900-910f-4080-a398-f562a5b4011b,bauchi,gamawa,kutunas_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
969a3dfa-0f90-4ee0-93c0-819313b79ffd,bauchi,toro,matawai_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
307a116f-7667-4a5c-ba75-36c2f4fd618e,bauchi,toro,tulu_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d91f08e5-728c-43bf-9854-6028d7f6b692,bauchi,toro,rishi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
48a7845c-66ab-45ae-99eb-72f4ae96a6cd,bauchi,toro,gumau_maternal_and_child_health,Router only,Ready,Moderately ready,Solar top-up,Router
48a7845c-66ab-45ae-99eb-72f4ae96a6cd,bauchi,toro,gumau_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
d95dca54-4d4e-4936-bf39-0a5731badf47,niger,mariga,tashan_randa_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
d95dca54-4d4e-4936-bf39-0a5731badf47,niger,mariga,tashan_randa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
aafbd876-c862-4ff1-8dad-118e082b229b,niger,mariga,beri_comprehensive_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
91ef7c3c-66a4-455a-a627-f488412e5f31,niger,magama,s_raba_primary_health_centre_mdgs_facility,Full solar system only,Not ready,Moderately ready,Full solar system,Router
63143c2d-7bcf-45b6-950a-c74f808a3ffc,jigawa,sule_tankarkar,danzomo_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0bd6953b-4e9c-4659-b948-bf2eac0c3e0f,niger,magama,nasko_basic_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
8f5fa75e-5862-4530-9014-3d0ecac9c01a,jigawa,garki,kore_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
98aa335b-f558-4978-8e33-fc04137571af,adamawa,song,zumo_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
fb04ebd8-c575-4666-9945-8fe9f1d11372,bauchi,zaki,gumai_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
6287c2f1-8c21-4d37-9a03-f6a745025083,imo,ehime_mbano,umualumaku_umuihim_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
667178d8-d938-4ae5-9348-f8935674c19a,imo,ehime_mbano,umueze_ala_owerre_comprehensive_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
667178d8-d938-4ae5-9348-f8935674c19a,imo,ehime_mbano,umueze_ala_owerre_comprehensive_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
